184.29,2213.8,255.56,291.86,702.6,672.54,114.28,134.54,559.03,1208.4,518.93,123.93
133.47,250.22,133.44,354.01,1089,421.65,147.8,167.79,356.18,547.23,370.65,68.795
309.02,478.06,336.38,444.4,2001.9,731.84,124.69,157.2,655.2,1080.5,429.17,90.9
174.97,271.35,284.58,346.23,2574,884.89,153.86,167.73,478.84,613.09,246.11,58.545
46.865,155.14,103.37,257.01,3814.6,1962.8,259.02,98.08,479.82,544.18,204.42,65.769
70.298,267.59,171.16,340.69,1528.3,495.7,138.23,156.87,430.28,655.04,175.31,59.908
232.87,330.37,325.25,278.16,2129.1,695.28,120.15,87.454,380.91,956.3,201.55,120.35
72.266,264.96,255.86,485.17,2007.3,404.99,67.833,238.6,401.56,615.2,436.76,94.046
100.48,234.42,205.59,428.93,994.03,379.58,99.4,136.19,718.07,1162.9,397.39,31.934
88.798,241.99,146.92,388.13,1265.5,341.7,99.704,84.785,605.71,1073.1,152.23,96.291
33.914,160.1,157.64,317.28,1148.1,538.45,117.77,107.64,234.96,630.32,176.41,39.965
295.99,256.1,316.79,586.77,2517.3,1119,144.83,79.438,602.07,610.04,317.73,63.652
55.43,233.01,230.65,344.03,2203.2,617,94.521,136.01,555.53,578.81,557.44,51.125
113.03,242.36,232.73,269.69,2056.1,739.53,174.28,124.82,329.32,1188.6,374.05,105.58
64.4,238.11,136.96,318.93,2654.7,582.76,234.99,93.299,830.98,509.8,179.1,129.9
76.39,221.32,168.68,538.63,1705.7,600.21,118.58,145.45,289.71,458.57,565.78,42.598
82.319,417.24,253.4,382.35,1871.2,908.1,262.97,169.68,669.81,1246.1,406.02,128.57
84.983,206.03,115.54,170.49,1476.4,943.66,130.97,102.36,385.32,471.08,285.38,81.867
80.674,278.16,189.52,573.8,1879.3,423.73,244.5,90.846,326.94,835.44,282.5,92.129
79.458,794.84,212.43,833.83,2685.1,1756.6,248.73,155.23,756.2,852.9,373.8,46.837
59.606,177.34,325.56,428.46,1366.3,649.77,73.149,108.8,309.17,502.61,219.92,57.207
125.47,172.62,102.27,329.91,911.45,286.19,105.71,100.3,260.54,325.62,149.51,66.931
79.6,271.9,117.53,216.56,1397.7,442.72,156.19,103.11,437.76,733.29,254.63,39.864
75.018,190.07,175.13,420.86,1451,430.56,56.604,94.042,192.92,321.3,478.16,68.585
46.118,386.79,182.76,298.98,1230.2,560.42,81.796,66.525,529.31,1117.3,196.86,49.783
56.543,446.46,232.72,375.61,2030.7,821.62,94.888,121.97,671.9,579.91,613.78,86.554
222.89,158.14,259.89,445.04,1371.7,447.72,135.06,67.891,360.31,592.42,221.8,29.766
119.53,201.46,127.45,355.15,1114.3,315.4,125.89,85.563,399.79,394.24,209.11,45.466
80.842,448.69,280.45,375.12,1977.9,395.03,103.34,104.33,854.51,996.31,365.79,94.458
146,617.67,176.75,522.42,3910.3,977.52,76.654,384.19,1260.2,2336,650.1,800.62
