594.53,503.84,938.11,1841.1,4962.5,2810.8,2318,2487.6,2774.9,2665.8,700.9,557.36
388.77,552.69,946.98,1873,7150,5860.9,3126.5,3216.1,2813.3,2697.6,608.17,526.82
428.94,554.81,876.04,1944.7,7215.9,6520.9,3260.9,2864.7,2692.4,2793.5,671.25,540.11
465.39,505.88,871.04,1806.1,7228,6801.4,3908.1,2805.1,2929.3,2773.9,635.04,517.75
431.72,460.32,782.76,1317.4,6244.9,7315.1,4327,2732.2,2562.2,1967.5,599.4,409.38
478.97,561.25,843.11,1667.8,6756.4,7360.4,4017.9,2051.2,3551.5,2437.8,659.5,350.22
505.14,585.88,924.87,1724.8,7148.3,7148.7,3909.4,2696.3,2427.9,2711.8,586.56,523.99
465.9,472.55,828.86,1466.4,6583.4,6428.5,3300.4,2727.2,2276.2,2170.6,578.97,529.88
499.91,508.15,922.99,1891.3,7113.7,6113.1,2789.6,2782.3,2827.2,3114.7,747.26,504.22
457.95,496.53,947.59,1862.4,6839.4,6000.3,3145.4,2577.9,2722.8,2604.7,632.37,522.5
419.69,462.34,655.41,1525.1,6207.5,6764.7,3876.5,2768.9,2376.5,2159,542.02,499.75
577.4,503.46,819.38,1691.4,6424.4,7284.9,3377.8,2716.4,2805.4,2459,618.65,529.62
396.99,500.97,798.7,1453.3,6661.1,7076,4503,3125,2842.9,2434.6,605.77,455.67
444.18,533.43,907.69,1705.8,6895.2,7355.4,4188.6,2970.3,2786.9,2563.9,596.93,533.49
468.45,523.41,789.06,1557.4,6495,7395.3,3861.3,2446.5,2898.9,2397.4,546.5,456.12
455.3,515.45,886.19,1664,6553,7017.5,4148.4,2943.9,2749.5,2279.3,558.61,480.92
483.04,561.18,947.3,1772,7281,7203.7,4146.2,2668.7,3067.8,2691.8,667.61,518.04
468.95,476.44,806.68,1392.7,6774.1,7576.2,4416.7,3096.1,2971,2414.7,614.11,480.83
516.25,524.41,963.9,1897.6,7109.9,6972.7,3217.2,2528.2,2498.7,2757.6,640.53,500.85
446.67,502.64,889.17,1551.1,6529.6,7093,4153.4,2797.8,2762.9,2301.8,582.73,416.23
452.9,528.06,850.58,1969.3,6924.9,7188,3264,2614.8,2571.6,2653.9,616.7,557.88
394.43,495.84,849.52,1679.2,6431.2,5740.3,3100.2,2372.2,2428.6,2113.6,573.71,445.15
428.03,483.27,817.15,1458.7,6751.6,5965.1,3919.6,2426.7,2779.4,2229.4,690,494.39
416.73,515.51,923.2,1741.1,6736.2,6268.5,2897.9,2379.7,2398.3,2068.3,574.92,523.87
425.36,483.49,768.02,1437.6,6207.4,6761.9,3391.4,2326.8,3019.8,2265.6,542.23,494.57
445.82,534.91,867.05,1706.3,6992.8,7237,3403.6,2790.2,2835.7,2498.8,650.25,450.84
484.49,536.06,825.77,1727.9,6713,6478.9,3713.6,2690.8,2234.1,2531.4,554.32,523.38
451.44,532.18,898.62,1880.7,6946,6156.3,2862.7,2590.4,2604,2499.6,773.36,513.25
526.06,523.85,922.68,1886.7,6888.9,6189.2,3229.4,2574.2,2675.7,2731.2,632.39,511.16
458.06,562.61,913.5,1992.9,7290.7,6114.2,3213.4,2681.1,2674.4,2852.1,593.97,528.26
