466.52,592.4,563.59,1376.9,4232.3,2347.9,1976.1,1865.3,1728.2,1903.9,546.32,592.01
331.35,377.37,518.78,1183.5,5701.4,5644.3,3578.8,2400.1,1886.6,2007.7,601.72,578.18
359.76,447.94,503.19,1188.4,5978.7,6278.5,3116.5,2197.6,1802.8,2046.5,667.16,549.09
331.84,370.87,577.67,1056.6,5708.7,6826.8,4455.1,2731.2,1875.8,1801.3,651.5,540.66
331.65,329.95,396.26,766.75,3483,6389,5227.8,2935.2,1405.6,1008.3,622.07,381.68
329.03,344.36,450.01,1040.1,5102.2,7217,4519.8,2389.8,2417.4,1437.7,618.48,514.99
353.66,423.45,451.51,1017.9,5433.3,7036.2,4594.5,2445.6,1765.2,1479,465.53,519.14
336.13,404.98,444.23,768.89,4316.2,5546.1,2982.1,1765.8,1502,1062,385.61,447.16
344.84,418.58,576.96,1251.4,6028.2,5261.6,2548.9,2224.2,1850.7,1913.5,512.2,564.6
347.38,478.74,506.1,1082.9,5444.7,5401.4,2852.5,2099,1648,1488.6,614.5,505.58
331.12,327.86,384.79,741.41,3489.5,5799.5,4619.2,2847.7,1492.5,1032.2,486.69,428.42
331.87,357,478.29,956.54,5044.3,6541.7,3625.5,2310,1714.7,1290.4,533.2,462.28
330.69,330.05,423.52,804.67,4332.8,6899.8,5602.6,3478.8,1855.4,1268.5,514.04,422.01
331.87,381.84,460.8,1048.2,5109.6,7741.7,4980.4,2937.8,1868.2,1622.5,455.49,498.62
332.19,387.38,466.65,940.6,5026.9,6746.8,4263.4,2321.6,1673.6,1585.9,485.26,484.06
331.7,343.39,474.48,899.39,4360.5,6960.8,4976.8,2673.5,1986.9,1424.5,493.95,478.75
332.16,435.07,537.37,1149.7,5910.5,7627.2,4681.8,2659.5,2008.3,2295.2,577.89,549.71
356.91,331.82,406.28,829.43,4245,7206.1,5650,3582.2,1952.6,1465.4,594.62,427.61
376.9,434.81,565.68,1396.6,5931.5,6734.3,3267.5,2135.5,1588,1912.7,514.03,575.05
329.27,338.06,416.2,916.48,4283.5,6848.2,4900.8,2786.8,1769.8,1493.6,461.22,427.94
330.76,385.4,530.49,1211.2,5689.7,6526.8,3716.2,2131.2,1737.1,1646.2,586.06,510.75
331.07,342.82,460.84,812.64,4401.1,4247.3,2428.3,1739.5,1219.5,1094.9,520.56,423.5
329.18,332.29,442.49,856.77,4553.8,4943.9,4147.7,2429.8,1585.6,1328.4,542.85,456.78
333.95,383.74,485.12,1035.6,5054.7,5105.7,2515.2,1798.5,1234.3,1135.8,509.27,420.34
331.57,332.98,383.9,801.97,3696.6,5402,3612.9,2177.8,1735.4,1313.7,431.32,424.04
332.91,339.19,536.52,1095.9,5547.4,7101.7,3744,2415.9,1799.5,1609.1,678.13,537.95
343.13,377.81,455.61,879.53,4329.1,6249.6,3785.2,2224.9,1468,1408.7,521.52,440.37
344.74,417.97,597.83,1302.8,5704.3,4952.2,2372.8,1932.2,1596.1,1833.8,571.1,540.28
351.8,463.58,559.61,1212.7,5961.3,5630.4,3022.7,2055,1639.5,2023.4,614.12,595
367.16,404.08,558.1,1292.4,6253.7,5844.9,2912.4,2107.4,1701.6,1959.6,656.93,531.94
