51.379,537.62,149.21,386.79,234.55,354.54,131.47,318.29,437.43,434.54,214.39,86.978
11.924,26.444,50.412,398.04,730.33,337.13,213.45,432.02,312.53,386.25,684.16,30.545
102.29,22.013,121.1,457.29,1348.1,535.57,137.08,537.69,371.83,534.38,201.48,105.75
8.81,14.293,42.671,360.04,1257.8,1381.4,492.5,732.91,675.96,473.61,57.304,11.596
5.053,3.683,7.454,114.85,656.75,1694,1403.2,1439.3,267.85,101.58,5.345,5.185
9.914,16.204,50.552,254.16,884.17,1137,481.45,657.64,283.74,237.09,40.828,9.266
8.102,22.006,51.255,311,1303.1,1730.7,383.99,325.89,180.97,294.78,50.027,43.424
4.317,17.26,36.629,165.71,818.92,905.04,335.53,338,156.58,323.61,6.857,131.34
26.877,45.148,98.664,475.04,1004,289.04,113.28,255.3,225.79,647.23,232.97,13.979
32.371,38.854,71.761,331.75,907.24,303.89,128.74,179.66,475.59,924.77,42.157,47.091
4.892,6.126,9.236,87.867,249.36,609.29,731.36,583.47,125.59,100.04,7.819,6.482
3.932,11.153,153.65,361.88,1490.8,1603.4,484.98,379.67,344.48,511.84,178.15,11.855
7.701,6.964,18.904,158.77,538.74,735.12,738.32,405.71,315.95,216.08,66.503,6.815
8.898,18.103,44.753,219.02,993.58,1464.5,570.01,378.1,347.34,526.58,51.465,23.376
6.484,10.183,28.226,295.39,1153.9,1111.1,646.34,276.91,308.11,264.06,54.722,30.721
7.749,9.908,21.924,405.19,604.42,1170.4,552.9,457.85,256.28,125.03,11.523,9.214
17.072,53.396,118.81,385.14,1507.1,1418,585.52,358.33,254.89,764.02,171.19,17.098
10.55,14.841,25.441,84.988,420.64,938.95,749.26,737.48,228.75,207.68,44.589,10.049
89.706,73,124.46,553.95,1738,546.6,354.74,271.92,169.28,451.6,111.16,171.34
2.738,11.374,30.499,639.71,546.87,2253.7,934.15,930.47,354.1,179.85,13.35,5.193
17.147,40.264,136.32,573.13,1175.3,688.75,182.12,360.78,394.63,394.82,144.76,60.375
12.304,13.059,34.113,320.14,532.08,357.18,109.06,128.63,79.801,118.58,38.28,29.45
8.389,13.769,32.721,161.57,473.74,724.77,484.09,283.21,223.02,325.43,36.089,7.665
8.608,20.667,52.3,445.85,1165.6,562.7,136.22,189.7,147.51,170.19,151.99,43.978
4.874,6.112,10.017,135.9,273.2,1043.4,746.54,372.55,505.5,311.58,7.858,10.362
7.866,14.44,80.16,345.45,1561.8,1867.4,311.69,427.2,407.72,621.03,101.27,34.171
6.723,13.087,34.168,229.28,602.77,966,314.14,247.55,292.08,203.53,22.936,8.128
36.154,46.035,85.499,428.17,911.22,287.13,158.75,216.01,257.12,234.51,109.3,167.03
32.474,17.919,129.77,408.88,1435.7,323.36,173.74,380.54,627.81,1045.9,208.15,75.561
30.289,50.808,80.492,591.65,3699.5,597.31,103.42,750.2,294.31,1127.2,188.24,127.25
